,IMAGE_URL_0,DESCRIPTION_0,SEECLICKFIX_DATE_0,IMAGE_URL_1,DESCRIPTION_1,SEECLICKFIX_DATE_1,IMAGE_URL_2,DESCRIPTION_2,SEECLICKFIX_DATE_2,IMAGE_URL_3,DESCRIPTION_3,SEECLICKFIX_DATE_3,IMAGE_URL_4,DESCRIPTION_4,SEECLICKFIX_DATE_4,IMAGE_URL_5,DESCRIPTION_5,SEECLICKFIX_DATE_5,OAK_311_DATE,LATITUDE,LONGITUDE
152,https://seeclickfix.com/files/issue_images/0016/3004/Street_Tree.jpg,"3 Sweetgum trees need heavy pruning. there have been 2 muggings on this small stretch of street  in the last 6 months because of how dark it is. the streets trees are over grown and covering the lights, not to mention hanging on the overhead lines. ",2013-11-07T17:28:55-05:00,https://seeclickfix.com/files/issue_images/0072/2918/IMG_8630.jpg,"I don't think this is an emergency, but a preventative. 
A tree on the west side of Jean St is partially hollowed at the base. The concern is if we get more rain the tree may be compromised.",2017-03-28T12:54:57-04:00,https://seeclickfix.com/files/issue_images/0035/6199/1437489689677.jpg,Large branch has broken off & is blocking the sidewalk. ,2015-07-21T10:42:09-04:00,,Fallen tree branch completely blocking sidewalk in front of 669 Oakland Ave.  it has been there 3 or 4 days forcing passers-by to go out into the busy street.,2017-07-20T23:07:25-04:00,,"The are at the top of the stairs leading down into the Rose Garden is completely overgrown with weeds, shrubs and trees. It's a perfect place to hide out and surprise someone walking through the Rose Garden. ",2014-05-08T16:07:08-04:00,https://seeclickfix.com/files/issue_images/0059/7627/1474145138916.jpg,"This very large, dead pine tree at Morcom Rose Garden needs be removed.  It is a serious hazard to life and limb.",2016-09-17T16:51:05-04:00,01/18/2019 08:47:44 AM,37.81999588,-122.24778747
153,https://seeclickfix.com/files/issue_images/0016/5032/1385127988497.jpg,,2013-11-22T08:47:15-05:00,https://seeclickfix.com/files/issue_images/0016/7178/1386936553939.jpg,"Tree limbs from windstorm still piled on sidewalk, now gathering litter.",2013-12-13T07:12:05-05:00,https://seeclickfix.com/files/issue_images/0016/6075/1386009933312.jpg,Branch came loose from tree. Can fall onto Greenbelt walkway and/or children's sandbox. Remove.,2013-12-02T13:47:21-05:00,https://seeclickfix.com/files/issue_images/0016/6592/1386436289470.jpg,"Branch down next to Hardy Park children's sandbox. Dangerous, It could fall into sandbox.",2013-12-07T12:14:08-05:00,https://seeclickfix.com/files/issue_images/0016/5257/image.jpg,Several large branches down in street (moved to side by neighbor). ,2013-11-23T12:26:16-05:00,,Large Broken limb blocking side walk,2016-03-19T13:06:56-04:00,01/18/2019 09:38:41 AM,37.84287932,-122.26144933
154,https://seeclickfix.com/files/issue_images/0016/5049/1385133101186.jpg,Tree blown down,2013-11-22T10:20:58-05:00,,,2012-03-08T12:47:08-05:00,https://seeclickfix.com/files/issue_images/0088/4174/1506613790208.jpg,Trees over growing on all power lines and on top homes . Sidewalk tress ,2017-09-28T11:50:31-04:00,https://seeclickfix.com/files/issue_images/0088/5445/1506613906977.jpg,Sidewalk trees over growing into homes and power lines ,2017-09-30T02:04:02-04:00,https://seeclickfix.com/files/issue_images/0088/5444/1506613906977.jpg,Sidewalk trees over growing into homes and power lines ,2017-09-30T02:03:55-04:00,https://seeclickfix.com/files/issue_images/0088/6323/1506898573539.jpg,A large tree limb from the tree on the sidewalk in front of my house has fallen and blocked my driveway.,2017-10-01T18:57:25-04:00,01/18/2019 10:21:04 AM,37.77996414,-122.21066563
155,https://seeclickfix.com/files/issue_images/0037/8117/20150904_151714-1.jpg,A broken tree branch is in the middle of the sidewalk. ,2015-09-04T18:19:13-04:00,https://seeclickfix.com/files/issue_images/0080/5811/1496855628708.jpg,Tree grating pushed out of place ,2017-06-27T10:31:42-04:00,https://seeclickfix.com/files/issue_images/0019/9364/1400282121619.jpg,"Tree needs protection poles. A car crashed into a sign, which broke the previous pole supporting/protecting this young tree. Thanks,",2014-05-16T19:18:21-04:00,https://seeclickfix.com/files/issue_images/0035/7956/SCF__20150724_091733-280328919.jpg,Broken tree support forcing sapling to the ground. I stood the tree upright for this picture and to save it's life.,2015-07-24T12:19:19-04:00,https://seeclickfix.com/files/issue_images/0055/1892/1468862510938.jpg,Girdled Hawthorne in the park next to a dead sapling (across from bathroom). ,2016-07-18T13:22:10-04:00,https://seeclickfix.com/files/issue_images/0034/0651/1434578677603.jpg,Tree grate lifting from tree causing a trip hazard. ,2015-06-17T18:06:43-04:00,01/18/2019 02:03:26 PM,37.80335862,-122.27538289
156,,,,,,,,,,,,,,,,,,,11/06/2017 11:41:08 AM,37.83522347,-122.22645404
157,https://seeclickfix.com/files/issue_images/0008/3837/45d1c0.jpeg,Tree trim fell,2012-07-25T11:07:11-04:00,https://seeclickfix.com/files/issue_images/0009/7233/500A1A04-2026530.jpg,fallen tree on Alice st @ 14th st,2012-12-02T18:41:09-05:00,https://seeclickfix.com/files/issue_images/0016/1233/tia1673609384.jpg,Hazardous tree damage-weight if branches hanging over sidewalk,2013-10-28T10:56:00-04:00,https://seeclickfix.com/files/issue_images/0038/0486/1441906707721.jpg,Tree grate ,2015-09-10T13:39:40-04:00,https://seeclickfix.com/files/issue_images/0033/2714/1433139978666.jpg,Damaged tree grate has been a hazard for more than a year. ,2015-06-01T02:26:52-04:00,https://seeclickfix.com/files/issue_images/0074/8970/img-image_676622026255483.jpg,,2017-04-26T14:06:05-04:00,11/08/2017 06:52:46 AM,37.8008594,-122.26889648
158,https://seeclickfix.com/files/issue_images/0031/4967/1429636624145.jpg,Overgrown tree blocks all the light from the street light and has caused the sidewalk to buckle.,2015-04-21T13:20:04-04:00,https://seeclickfix.com/files/issue_images/0080/8546/1498781561861.jpg,Trees need to be trimmed. Blocking street light at night and encourages robbers to lurk at night in be neighborhood.,2017-06-29T20:13:22-04:00,https://seeclickfix.com/files/issue_images/0081/3466/1498781603633.jpg,Trees need to be trimmed. Blocking street light at night and encourages robbers to lurk at night in be neighborhood.,2017-07-06T12:32:37-04:00,,,,,,,,,,11/09/2017 01:47:44 PM,37.79280853,-122.22911071
159,,Broken branch,2013-07-08T00:31:10-04:00,https://seeclickfix.com/files/issue_images/0016/5032/1385127988497.jpg,,2013-11-22T08:47:15-05:00,https://seeclickfix.com/files/issue_images/0016/5258/image.jpg,A couple large branches fell in the street (moved to side by neighbor). ,2013-11-23T12:29:26-05:00,https://seeclickfix.com/files/issue_images/0057/1612/1471190273433.jpg,Tree-Entangled power lines are a danger for fire or power outage.,2016-08-14T11:58:01-04:00,,Low hanging branches prevent street sweeper vehicle from sweeping 61st street in front of our neighbor's house.,2016-08-14T11:56:53-04:00,https://seeclickfix.com/files/issue_images/0016/5257/image.jpg,Several large branches down in street (moved to side by neighbor). ,2013-11-23T12:26:16-05:00,11/14/2017 07:50:38 AM,37.84651237,-122.26199243
160,https://seeclickfix.com/files/issue_images/0031/4967/1429636624145.jpg,Overgrown tree blocks all the light from the street light and has caused the sidewalk to buckle.,2015-04-21T13:20:04-04:00,https://seeclickfix.com/files/issue_images/0080/8546/1498781561861.jpg,Trees need to be trimmed. Blocking street light at night and encourages robbers to lurk at night in be neighborhood.,2017-06-29T20:13:22-04:00,https://seeclickfix.com/files/issue_images/0081/3466/1498781603633.jpg,Trees need to be trimmed. Blocking street light at night and encourages robbers to lurk at night in be neighborhood.,2017-07-06T12:32:37-04:00,,,,,,,,,,11/27/2017 03:01:46 PM,37.79291786,-122.22897695
161,,The phone number doesn't seem to work on Sunday. There is a tree in the street and another very tall one that's leaning dangerously over the street.,2016-03-06T15:08:09-05:00,,"Going west on Buena Vista off of Broadway Terrace, a big oak tree on the right is blocking traffic so that one cannot see cars coming down the hill.",2014-08-11T12:14:37-04:00,https://seeclickfix.com/files/issue_images/0052/7225/1466125398053.jpg,"Tree split at the base, ready to fall on Arbon Path. ",2016-06-17T00:24:09-04:00,https://seeclickfix.com/files/issue_images/0075/1684/1493478581111.jpg,Downed tree blocking Belalp path between Buena vista and golden gate avenue. Nearest address is 6110 Buena Vista (across the street). ,2017-04-29T11:09:53-04:00,https://seeclickfix.com/files/issue_images/0038/0870/1441981680750.jpg,Fallen tree at Hermosa & Broadway Terrace has street closed. ,2015-09-11T10:29:32-04:00,https://seeclickfix.com/files/issue_images/0089/7133/IMG_0331.jpg,"Major branches of eucalyptus tree in Ostrander Park fell during windstorm; someone (I don't know who, I was out of town) trimmed branches but left on ground, under the tree & a half-dead conifer. MAJOR FIRE HAZARD, please come back & remove!!!",2017-10-16T22:30:40-04:00,08/11/2014 09:20:19 AM,37.84250162,-122.23045694
162,https://seeclickfix.com/files/issue_images/0013/8426/1373740229303.jpg,Fallen branch,2013-07-13T14:31:08-04:00,,,,,,,,,,,,,,,,10/31/2014 10:50:14 PM,37.81998057,-122.2669269
163,https://seeclickfix.com/files/issue_images/0029/0178/1424276066906.jpg,Dead tree - safe location ,2015-02-18T11:16:09-05:00,https://seeclickfix.com/files/issue_images/0032/9176/1432431982367.jpg,Dead tree. Not dangerous but needs to be removed,2015-05-23T21:46:33-04:00,https://seeclickfix.com/files/issue_images/0070/4189/1488741220472.jpg,,2017-03-05T14:13:53-05:00,https://seeclickfix.com/files/issue_images/0085/2694/1499568724538.jpg,Three dead trees that need to be taken out soon.,2017-08-20T20:35:12-04:00,https://seeclickfix.com/files/issue_images/0081/5602/1499568622385.jpg,Dead tree on Kimberlin Heights Drive next to three other dead trees to the south,2017-07-08T22:50:33-04:00,,Dead trees to be removed,2014-08-28T18:32:38-04:00,10/12/2014 02:00:19 PM,37.80298988,-122.18021016
164,https://seeclickfix.com/files/issue_images/0027/0243/1419283555375.jpg,Overgrown trees are creating a visibility hazard for traffic coming down bway terrace.  They have overgrown the street lamp as well.  Need to be cut down/cut back.,2014-12-22T16:28:14-05:00,,,,,,,,,,,,,,,,12/22/2014 01:30:43 PM,37.83966927,-122.21968332
165,https://seeclickfix.com/files/issue_images/0073/6977/img-image_13477652427136.jpg,Monterey pine trees in City lot leaning over house. Branches are weighting tree towards house. Several pines nearby have fallen in recent storms.,2017-04-12T22:09:12-04:00,https://seeclickfix.com/files/issue_images/0068/5164/1486581621076.jpg,Mud slide. Huge tree stump plus multiple logs from PGE trimming sliding into street,2017-02-08T14:24:03-05:00,,,,,,,,,,,,,02/05/2019 01:09:03 PM,37.82237863,-122.18858311
166,https://seeclickfix.com/files/issue_images/0024/5589/1412097104117.jpg,Broken branch blocking traffic and hazard for pedestrians at 1901 poplar at in west oakland ,2014-09-30T13:28:26-04:00,,City tree grown out of control. Has previously damaged concrete driveway which I repaired  St. My request is that the tree be trimmed as occurs in neighborhoods such as Trestle Glen and Longridge in Oakland...equal treatment for all Oakland taxpayers!,2015-06-22T08:51:46-04:00,,Tree on corner if defemery park extreme danger from rot and insect heart wood gone cambreion layer and bark left only huge sway in wind  tree next to foot path and picnic area,2013-03-25T15:19:38-04:00,https://seeclickfix.com/files/issue_images/0075/4080/1493694719043.jpg,Growing crooked and you can't walk on sidewalk past street tree across from 1234 union,2017-05-01T23:12:05-04:00,https://seeclickfix.com/files/issue_images/0076/3952/1494288401255.jpg,"Trees on union between 12 and 14 are awful.  You can't walk on west side of street.  They don't grow straight they grow crooked, and are more like bushes than trees.  One was even cut down to a 3' stump and is now really growing like a bush.  Can we rip these out for something better?  ",2017-05-11T20:19:54-04:00,https://seeclickfix.com/files/issue_images/0010/3230/1359221248608.jpg,"Needs pruning, BAD!",2013-01-26T12:27:45-05:00,02/06/2019 02:39:46 PM,37.81142263,-122.28554821
167,https://seeclickfix.com/files/issue_images/0009/7198/1354462287754.jpg,Fallen tree blocking the street on 51st between west and MLK,2012-12-02T10:35:47-05:00,https://seeclickfix.com/files/issue_images/0009/9458/1356549415388.jpg,Over growth of tree. I don't feel safe walking by with obstructed sidewalk view at night. One must duck to get past overhang. Also encroaching on power lines above.,2012-12-26T14:20:32-05:00,https://seeclickfix.com/files/issue_images/0076/0615/1494286053152.jpg,Tree is a uprooted and completely falling over and falling into private property fence. This is going to fall on somebody very soon! Please cut this down ASAP,2017-05-08T19:29:48-04:00,,"Very dangerous: bushes are blocking the sight of drivers. People on left lane drive towards 51st street are in dangerous situation, and you may see many tracks are left by cars making emergency stop. ",2014-06-18T22:20:04-04:00,https://seeclickfix.com/files/issue_images/0014/0269/1374447030053.jpg,Sign in tree needs to come down.  This is the guy who put it up. Please charge him for the work.   Shane Gray http://www.eastbayexpress.com/oakland/shanes-campaign-to-free-leonard-peltier/Content?oid=2414202,2013-07-21T18:54:31-04:00,https://seeclickfix.com/files/issue_images/0016/4554/1384813595864.jpg,"This tree has grown out of this neighbor's backyard. It creates a dark tunnel in the evenings that are a personal safety issue. It also appears to be growing across some power lines. The landlord trimmed it once so that people could walk under it, but not to stop it from create the dark passage. He has been asked twice recently to trim it away from the sidewalk and has yet to comply.",2013-11-18T17:32:45-05:00,02/08/2019 11:41:35 AM,37.83495504,-122.2671068
168,https://seeclickfix.com/files/issue_images/0016/5143/tia-32122216.jpg,Fallen tree blocking sidewalk along southbound Telegraph Avenue between 39th Street and Apgar Street. ,2013-11-22T17:15:05-05:00,https://seeclickfix.com/files/issue_images/0039/4878/1444834336905.jpg,Tree damaged during road work - leaning and needs support.,2015-10-14T10:58:14-04:00,https://seeclickfix.com/files/issue_images/0036/2374/1438614726188.jpg,Damaged tree needs lots of TLC.  Last tree on east side Telegraph before W MacArthur.  Could be a hazard in major storm. If necessary please replace - don't leave a hole. ,2015-08-03T11:15:31-04:00,https://seeclickfix.com/files/issue_images/0016/5140/IMG_20131122_140813.jpg,Fallen tree blocking number one lane of Eastbound West MacArthur Boulevard,2013-11-22T17:13:02-05:00,https://seeclickfix.com/files/issue_images/0027/0081/40th___Clarke.jpg,"The sidewalk on Clarke Street, at the southeast corner of the intersection, is now completely impassable.",2014-12-22T10:34:43-05:00,https://seeclickfix.com/files/issue_images/0052/9483/1466437195074.jpg,Broken tree branch covering sidewalk for about a week,2016-06-20T11:40:49-04:00,08/03/2015 08:20:30 AM,37.82639558,-122.26519403
169,https://seeclickfix.com/files/issue_images/0021/3884/tree_blocking_bus_stop_Telegraph_51st.JPG,Tree is blocking bus stop.  Please have tree trimmed or removed so drivers can see if passengers are waiting at the bus stop. Thank you!,2014-07-02T11:33:24-04:00,,"Downed tree on 51st Street, at northeast corner with Shafter Avenue.",2015-04-07T10:56:06-04:00,https://seeclickfix.com/files/issue_images/0008/2374/4c9970.jpeg,Downed tree branch blocking left turn lane on to Clarke from WB 51st st,2012-07-10T18:49:50-04:00,,"To the left of 493-51st Street, next to AC Transit bus flag, is a tree in the sidewalk area that is blocking AC Transit passenger loading and unloading.",2013-01-10T12:03:08-05:00,https://seeclickfix.com/files/issue_images/0011/0307/tia-1652225610.jpg,Tree limb down. ,2013-03-09T20:38:41-05:00,,Tree in the public right of way on the northeast side of the street,2013-11-26T14:15:47-05:00,06/27/2013 08:14:42 AM,37.83706427,-122.26086564
170,https://seeclickfix.com/files/issue_images/0031/3944/1429393037620.jpg,Limb down ,2015-04-18T17:38:19-04:00,https://seeclickfix.com/files/issue_images/0018/6949/1396569205254.jpg,Tree falling into lake west end of pergola colonnade ,2014-04-03T19:54:08-04:00,https://seeclickfix.com/files/issue_images/0048/5543/1461352627821.jpg,Oak tree has cracked trunk and is swaying in the wind. By lake path ,2016-04-22T16:09:56-04:00,https://seeclickfix.com/files/issue_images/0073/1194/1491503023756.jpg,Street tree is looking rotten at base. In front of 412 Staten. ,2017-04-06T14:24:19-04:00,https://seeclickfix.com/files/issue_images/0028/5168/1423087770944.jpg,Major limb of tree is broken. ,2015-02-04T17:09:58-05:00,,"Hello,  there is a tree limb dangerously hanging from a tree next to the newly remodeled playground at Eastshore park.  It looks like it could fall and injure someone.  Can this be addressed?",2017-04-12T17:28:23-04:00,08/20/2012 06:20:45 PM,37.81009401,-122.25035521
171,https://seeclickfix.com/files/issue_images/0015/6949/1380900855324.jpg,"Large tree branch down in roadway, not blocking traffic but blocking 3-4 parking spaces.",2013-10-04T11:35:52-04:00,https://seeclickfix.com/files/issue_images/0019/5853/1399233364532.jpg,Fallen palm branches blocking sidewalk.,2014-05-04T15:56:20-04:00,https://seeclickfix.com/files/issue_images/0043/0578/1453135991263.jpg,Downed tree on Mandana Blvd.,2016-01-18T11:54:22-05:00,,"The neighbor still has not removed or trimmed the palm tree blocking the stop sign. The HOA has talked to them, but it hasnt helped much. Instead, they used a bungee cord to tie it back. A dog was hit and killed when a neighbor ran stop sign in Dec 2013. People run this stop sign every day.",2014-06-19T02:12:12-04:00,https://seeclickfix.com/files/issue_images/0016/1224/1382971106004.jpg,I tried calling the phone# but try don't accept messages. there's a precarious hanginglimb in front of the gap.,2013-10-28T10:40:13-04:00,https://seeclickfix.com/files/issue_images/0007/7690/6c51f50.jpeg,Bushes growing onto sidewalk and into parking spaces.,2012-05-29T13:58:26-04:00,05/16/2013 03:41:27 PM,37.81156402,-122.24216008
172,https://seeclickfix.com/files/issue_images/0009/2035/2012-10-10_13-50-37_230.jpg,,2012-10-10T17:26:22-04:00,https://seeclickfix.com/files/issue_images/0056/9112/SCF__20160810_085912-1932560046.jpg,Tree needs pruning. Canopy too low.,2016-08-10T12:01:20-04:00,https://seeclickfix.com/files/issue_images/0015/7609/1381175431330.jpg,Tree branch down in Snow Park on 19th and Harrison,2013-10-07T15:51:17-04:00,https://seeclickfix.com/files/issue_images/0031/8627/IMG_20150429_131827457.jpg,Please come water these trees. They are dying.,2015-04-29T16:21:05-04:00,https://seeclickfix.com/files/issue_images/0038/0484/1441906621076.jpg,Tree grate,2015-09-10T13:37:41-04:00,https://seeclickfix.com/files/issue_images/0023/4825/1409181276855.jpg,Support stake bent,2014-08-27T19:14:44-04:00,03/02/2012 08:50:14 AM,37.80910638,-122.26593584
173,https://seeclickfix.com/files/issue_images/0073/9284/1492303269506.jpg,DANGEROUS TREE dead and leaning at 70-degree angle over Skyline Blvd @ Brandy Rock. TAG #325. ,2017-04-15T20:42:30-04:00,https://seeclickfix.com/files/issue_images/0074/4424/1492303269506.jpg,DANGEROUS TREE dead and leaning at 70-degree angle over Skyline Blvd @ Brandy Rock. TAG #325. ,2017-04-21T14:21:08-04:00,https://seeclickfix.com/files/issue_images/0074/5243/1492878574577.jpg,FELLED TREE TRUNK extending across median and nearly into southbound lane of traffic. ,2017-04-22T12:55:07-04:00,,Tree 200:  Dead or dying,2017-08-30T18:35:15-04:00,,"Tree 367, just north of Brandy Rock near 12929 skyline.  Appears to be dead, ground shows signs of uprooting.  Small dead or sick  oaks under it.",2017-08-30T18:28:06-04:00,https://seeclickfix.com/files/issue_images/0074/4426/1492303269506.jpg,DANGEROUS TREE dead and leaning at 70-degree angle over Skyline Blvd @ Brandy Rock. TAG #325. ,2017-04-21T14:21:47-04:00,11/21/2013 12:21:58 PM,37.79114189,-122.15186095
174,https://seeclickfix.com/files/issue_images/0015/6940/1380898399004.jpg,"The City removed a diseased tree a year ago, but left a 3' high stump in the ground. Now that the City is replacing the street and sidewalk, NOW is the time to remove the tree stump. ",2013-10-04T10:53:35-04:00,https://seeclickfix.com/files/issue_images/0018/3943/1395422470300.jpg,Tree down at poplar and 26th it's a hazard the marathon is running through here.,2014-03-21T17:41:20-04:00,https://seeclickfix.com/files/issue_images/0035/2143/image.jpg,Truck ran into tree and knocked off large limb into the street. ,2015-07-12T15:02:38-04:00,https://seeclickfix.com/files/issue_images/0007/1933/915e860.jpg,Tree needs to be trimmed tangled in wires ,2012-03-25T14:57:50-04:00,https://seeclickfix.com/files/issue_images/0028/6082/1423324208680.jpg,Tree branch down in the street.,2015-02-07T10:51:18-05:00,,,,03/25/2012 11:58:12 AM,37.82240215,-122.28538058
175,https://seeclickfix.com/files/issue_images/0015/8395/IMG_20131010_185245.jpg,"This is not how you fix a sidewalk with a massive, old healthy tree in it. Which ever crew repaired this sidewalk -they need to be retrained. This tree is now doomed, and while it dies it will push up that new sidewalk just like it was before. Stuff like this is a lose-lose for the community.",2013-10-10T22:51:38-04:00,https://seeclickfix.com/files/issue_images/0059/6861/1474057664614.jpg,Bolt missing. Tree cage lifting. Steel lip creating possible tripping hazard. ,2016-09-16T16:28:49-04:00,https://seeclickfix.com/files/issue_images/0039/3163/1442949393393.jpg,Dead tree with loose branches is located on the public right away of 9315 golf links rd  . Neighbors r moving collapsed branches in the mean time. ,2015-10-09T16:09:07-04:00,https://seeclickfix.com/files/issue_images/0012/1092/IMG_20130426_191535.jpg,Dead tree.,2013-04-28T21:46:37-04:00,,,,,,,07/02/2013 06:34:55 PM,37.80813626,-122.27475328
176,https://seeclickfix.com/files/issue_images/0045/6801/1457371667985.jpg,Block sidewalk,2016-03-07T12:28:45-05:00,https://seeclickfix.com/files/issue_images/0045/6799/1457371471370.jpg,7th and Jefferson outside of baseball field,2016-03-07T12:26:56-05:00,https://seeclickfix.com/files/issue_images/0045/6987/IMG_0106.JPG,"I left a MEssage on the number and also put in a ticket yesterday. Its a fairly large tree. It is uprooted, and is leaning across the sidewalk over a property metal fence and leaning against another tree. Can you check on another tree about 15 yards from this tree? it seems to starting to uproot and taking part of the sidewalk with it. The sidewalk is slowly buckling from the roots. It was not that buckled last week. 

Thanks",2016-03-07T17:04:13-05:00,https://seeclickfix.com/files/issue_images/0040/4519/1447098156108.jpg,Tree trimming needed ASAP at the corner of 7th & Martin Luther King as traffic signal is being blocked. Additionally this traffic light is adjacent to Jefferson Park. Please help! Thank you!,2015-11-09T14:45:59-05:00,https://seeclickfix.com/files/issue_images/0045/6454/IMG_0100.JPG,Tree down on sidewalk - big tree,2016-03-06T22:05:15-05:00,https://seeclickfix.com/files/issue_images/0019/9364/1400282121619.jpg,"Tree needs protection poles. A car crashed into a sign, which broke the previous pole supporting/protecting this young tree. Thanks,",2014-05-16T19:18:21-04:00,07/09/2013 03:25:26 PM,37.80091599,-122.27777938
177,https://seeclickfix.com/files/issue_images/0021/3884/tree_blocking_bus_stop_Telegraph_51st.JPG,Tree is blocking bus stop.  Please have tree trimmed or removed so drivers can see if passengers are waiting at the bus stop. Thank you!,2014-07-02T11:33:24-04:00,https://seeclickfix.com/files/issue_images/0008/2374/4c9970.jpeg,Downed tree branch blocking left turn lane on to Clarke from WB 51st st,2012-07-10T18:49:50-04:00,,"To the left of 493-51st Street, next to AC Transit bus flag, is a tree in the sidewalk area that is blocking AC Transit passenger loading and unloading.",2013-01-10T12:03:08-05:00,https://seeclickfix.com/files/issue_images/0011/0307/tia-1652225610.jpg,Tree limb down. ,2013-03-09T20:38:41-05:00,,Tree in the public right of way on the northeast side of the street,2013-11-26T14:15:47-05:00,https://seeclickfix.com/files/issue_images/0010/5993/IMAG3051.jpg,Limb down ,2013-02-11T20:03:00-05:00,07/02/2014 08:40:26 AM,37.83718089,-122.26215203
178,https://seeclickfix.com/files/issue_images/0008/3837/45d1c0.jpeg,Tree trim fell,2012-07-25T11:07:11-04:00,https://seeclickfix.com/files/issue_images/0009/7233/500A1A04-2026530.jpg,fallen tree on Alice st @ 14th st,2012-12-02T18:41:09-05:00,https://seeclickfix.com/files/issue_images/0016/1233/tia1673609384.jpg,Hazardous tree damage-weight if branches hanging over sidewalk,2013-10-28T10:56:00-04:00,https://seeclickfix.com/files/issue_images/0038/0486/1441906707721.jpg,Tree grate ,2015-09-10T13:39:40-04:00,https://seeclickfix.com/files/issue_images/0033/2714/1433139978666.jpg,Damaged tree grate has been a hazard for more than a year. ,2015-06-01T02:26:52-04:00,https://seeclickfix.com/files/issue_images/0074/8970/img-image_676622026255483.jpg,,2017-04-26T14:06:05-04:00,07/18/2013 07:03:56 PM,37.8008539,-122.26889324
179,https://seeclickfix.com/files/issue_images/0026/8073/4928_Stacy.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,2014-12-15T12:11:23-05:00,https://seeclickfix.com/files/issue_images/0026/8066/10_merlin.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,2014-12-15T11:53:21-05:00,https://seeclickfix.com/files/issue_images/0026/8074/4961_stacy.JPG,There is a dead pine at this location. This should be routed to Mitch Thompson and Robert Zahn. Please do not forward to fire prevention.,2014-12-15T12:12:07-05:00,,,,,,,,,,03/08/2019 10:19:56 AM,37.75644722,-122.12042222
180,https://seeclickfix.com/files/issue_images/0015/8395/IMG_20131010_185245.jpg,"This is not how you fix a sidewalk with a massive, old healthy tree in it. Which ever crew repaired this sidewalk -they need to be retrained. This tree is now doomed, and while it dies it will push up that new sidewalk just like it was before. Stuff like this is a lose-lose for the community.",2013-10-10T22:51:38-04:00,https://seeclickfix.com/files/issue_images/0059/6861/1474057664614.jpg,Bolt missing. Tree cage lifting. Steel lip creating possible tripping hazard. ,2016-09-16T16:28:49-04:00,https://seeclickfix.com/files/issue_images/0012/1092/IMG_20130426_191535.jpg,Dead tree.,2013-04-28T21:46:37-04:00,https://seeclickfix.com/files/issue_images/0012/6635/1369268846936.jpg,Tree needs pruning as its blocking children's access to playground at marston Campbell park,2013-05-22T20:28:54-04:00,,,,,,,08/22/2013 06:01:52 PM,37.80861449,-122.27587432
181,https://seeclickfix.com/files/issue_images/0046/0852/1457994111016.jpg,Limb broken on tree and fallen in parking space.,2016-03-14T18:22:01-04:00,https://seeclickfix.com/files/issue_images/0042/1456/1451400223926.jpg,Tree branch,2015-12-29T09:44:25-05:00,https://seeclickfix.com/files/issue_images/0007/9069/8133ec0.jpg,"The City of Oakland, Department of Public Works, Tree Services, cut down a mature tree (9"" dia at base) in very good condition in front of 737 2nd street.  I've been told that the Public Works tree trimmers damaged the tree, then declared it a hazard and cut it down.  The homeowners at 737 2nd planted and cared for this tree.  Those responsible for it's demise need to replace it with a tree of similar size and  type.",2012-06-08T17:44:18-04:00,https://seeclickfix.com/files/issue_images/0021/2568/1403981521864.jpg,"Fallen tree, Not an Emergency issue; but is blocking the sidewalk. Seems like a Semi Truck broke the Tree in half. ",2014-06-28T14:56:23-04:00,https://seeclickfix.com/files/issue_images/0051/7381/1465147618527.jpg,Trees and ivy blocking sidewalk at 209 Brush.,2016-06-05T13:27:13-04:00,https://seeclickfix.com/files/issue_images/0021/2377/2014-06-27_16.21.36.jpg,Someone has decapitated a rather large street tree on west side of MLK south of Second Street.  The top of the tree is lying on the sidewalk.  ,2014-06-27T19:45:23-04:00,06/08/2012 02:50:14 PM,37.79868353,-122.28319019
182,https://seeclickfix.com/files/issue_images/0073/1776/1491575330712.jpg,Blocking 1 lane,2017-04-07T10:30:25-04:00,,"The heavy overhanging limbs prevent pedestrians from walking by without stepping into the roadway. There are no sidewalks along this particular stretch of roadway.
Additionally, this specific location is a favorite of illegal dumpers.  The wild overgrowth is already a sign that this area is untended and uncared for. if this is an issue for the private property owner, the City or Caltrans should require an abatement.",2013-08-28T18:29:00-04:00,,,,,,,,,,,,,08/28/2013 03:32:12 PM,37.78296379,-122.1757269
