,REQUEST_DATE,SOURCE_URL,DESCRIPTION,LATITUDE,LONGITUDE
121,05/15/2017 12:41:22 AM,https://seeclickfix.com/files/issue_images/0076/6312/Screenshot_20170515-003417.jpg,Tree needs to be trimmed/branches cut,37.76711169,-122.19792017
122,05/18/2017 07:00:13 PM,https://seeclickfix.com/files/issue_images/0077/0685/1495159267847.jpg,,37.82710913,-122.19676625
123,05/18/2017 07:02:23 PM,https://seeclickfix.com/files/issue_images/0077/0685/1495159267847.jpg,,37.8272133,-122.19703673
124,05/25/2017 11:29:40 AM,https://seeclickfix.com/files/issue_images/0077/6851/1495736920140.jpg,"A large tree has been removed on the sidewalk in front of 1765 8th Street, probably without a permit. Seems like they're doing work on the yard and did this as part of it -- the workers are still on site.  ",37.8082085,-122.30241708
125,06/29/2017 02:57:28 PM,https://seeclickfix.com/files/issue_images/0080/8423/img-image_65943-856627641.jpg,Tree needs trimming - some limbs hanging just 5ft over the sidewalk.,37.79974074,-122.2739738
126,06/29/2017 05:13:19 PM,https://seeclickfix.com/files/issue_images/0080/8546/1498781561861.jpg,Trees need to be trimmed. Blocking street light at night and encourages robbers to lurk at night in be neighborhood.,37.79060494,-122.22622338
127,07/06/2017 09:32:28 AM,https://seeclickfix.com/files/issue_images/0081/3466/1498781603633.jpg,Trees need to be trimmed. Blocking street light at night and encourages robbers to lurk at night in be neighborhood.,37.79073481,-122.22611235
128,07/09/2017 10:57:58 AM,https://seeclickfix.com/files/issue_images/0081/5915/img-image_1634111856911076.jpg,,37.79571616,-122.27121787
129,07/23/2017 12:42:12 AM,https://seeclickfix.com/files/issue_images/0082/8150/img-image_23177295599021.jpg,sidewalk visibility impaired by trees,37.8184684,-122.27511793
130,07/31/2017 06:17:03 PM,https://seeclickfix.com/files/issue_images/0083/5550/1501550200536.jpg,Dead jacaranda tree   Please replace with something more hearty like a palm ,37.8132729,-122.29788374
131,08/09/2017 09:34:28 AM,https://seeclickfix.com/files/issue_images/0084/3427/375_41st_Street.jpg,Address approximate. Flowering plum here is definitively dead and needs to be removed.,37.82900153,-122.25913071
132,08/30/2017 12:22:32 PM,https://seeclickfix.com/files/issue_images/0086/1393/IMG_20170829_170611.jpg,Trees are obstructing street sign at Fremont and 61st. Bushes on Fremont St to the North of 61st St have overgrown the sidewalk so that you have to stoop to pass under.,37.84374059,-122.28543341
133,09/05/2017 08:05:11 AM,https://seeclickfix.com/files/issue_images/0086/5187/IMG_6434.JPG,Kinda hard to see the parking signs... also only one street sweeping sign on this entire block,37.80639491,-122.29397989
134,09/25/2017 07:12:13 PM,https://seeclickfix.com/files/issue_images/0088/2134/img-SCF__20170925_184750-1778273664-772899708.jpeg,The tree canopy is too low.  It has attracted illegal activity. Please trim the tree up. ,37.78679169,-122.22471102
135,10/07/2017 10:10:46 AM,https://seeclickfix.com/files/issue_images/0089/0691/img-SCF__20171007_100740-15507573551131172318.jpg,"trees are tangled in power lines

",37.77442615,-122.18969244
